# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Biological Process	GO:0071426	ribonucleoprotein complex export from nucleus	66	2.086881e-7	2.695624e-3	4.084279e-5	3.644997e+0	6.310020e+0	23	6.310020e-3	2.300000e-2	123	8.790124e-5	1.000000e+0	9.231059e-3	2.495677e+0	8.414550e+0	21	125	1.661392e-2	1.680000e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ABCE1,CASC3,CHTOP,CPSF2,NOP53,NPM1,NUP160,NUP188,NUP205,NUP35,NUP88,PABPN1,POLDIP3,RBM8A,SMG5,SRSF1,SRSF2,SRSF3,SRSF5,TSC1,WDR33
GO Biological Process	GO:0006839	mitochondrial transport	67	2.411032e-7	3.114330e-3	4.648254e-5	2.537014e+0	1.537240e+1	39	1.537240e-2	3.900000e-2	98	1.145389e-5	1.479499e-1	1.509693e-3	2.175451e+0	1.608862e+1	35	239	2.768987e-2	1.464435e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AIP,ATP5F1,ATP5G2,ATP5J2,ATPIF1,BAD,BAK1,BAX,DNLZ,EYA2,IMMP1L,MFF,MFN2,MGARP,MICU2,MPC2,MTX1,MTX3,NDUFA13,PHB2,PMPCA,PMPCB,PNPT1,SAMM50,SLC25A26,SLC25A44,SLC25A53,SMDT1,TIMM22,TIMM29,TIMM44,TIMM50,TOMM22,TOMM40L,TP53
GO Biological Process	GO:0022904	respiratory electron transport chain	68	2.583059e-7	3.336537e-3	4.906673e-5	3.374787e+0	7.407874e+0	25	7.407874e-3	2.500000e-2	57	8.209583e-8	1.060432e-3	1.860407e-5	3.315898e+0	7.539437e+0	25	112	1.977848e-2	2.232143e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	COQ9,COX10,COX8A,ENSG00000256100,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,PMPCB,SDHB,SDHC,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0032259	methylation	69	2.683668e-7	3.466494e-3	5.023904e-5	2.182749e+0	2.382317e+1	52	2.382317e-2	5.200000e-2	37	9.870702e-10	1.274999e-5	3.445942e-7	2.535021e+0	1.972370e+1	50	293	3.955696e-2	1.706485e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ALKBH8,ASH2L,ASMT,ATF7IP,BTG2,CALM1,CAMKMT,CARM1,CIAPIN1,COMT,COQ5,CXXC1,DIMT1,DOT1L,ECE2,EEF1A1,EMG1,FAM98A,GATAD2A,HSPA8,KDM3A,KDM6A,KMT2E,KMT5B,METTL16,METTL23,METTL25,METTL3,METTL4,MRM3,MTO1,NSD2,NTMT1,PICK1,PRDM10,PRMT5,RAB6A,RLF,SETD3,SETDB2,SMYD5,TET2,TRMT1,TRMT13,TYW3,VCPKMT,VIRMA,WDR77,WDR82,ZCCHC4
GO Biological Process	GO:0009205	purine ribonucleoside triphosphate metabolic process	70	3.149337e-7	4.067999e-3	5.811427e-5	2.669520e+0	1.311097e+1	35	1.311097e-2	3.500000e-2	94	7.146849e-6	9.231585e-2	9.820835e-4	2.221935e+0	1.575204e+1	35	234	2.768987e-2	1.495726e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AK9,ATP5F1,ATP5G2,ATP5J2,BAD,COQ9,COX10,COX8A,ENSG00000249209,ENSG00000256100,FAM20C,HSPA1B,HSPA8,MFN1,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NME3,PMPCB,SDHC,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0009144	purine nucleoside triphosphate metabolic process	71	3.222510e-7	4.162516e-3	5.862699e-5	2.623188e+0	1.372376e+1	36	1.372376e-2	3.600000e-2	91	5.478885e-6	7.077076e-2	7.777006e-4	2.219037e+0	1.622325e+1	36	241	2.848101e-2	1.493776e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ADK,AK9,ATP5F1,ATP5G2,ATP5J2,BAD,COQ9,COX10,COX8A,ENSG00000249209,ENSG00000256100,FAM20C,HSPA1B,HSPA8,MFN1,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NME3,PMPCB,SDHC,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0051168	nuclear export	72	3.460680e-7	4.470160e-3	6.208556e-5	2.925153e+0	1.025587e+1	30	1.025587e-2	3.000000e-2	83	3.184585e-6	4.113528e-2	4.956058e-4	2.583517e+0	1.083794e+1	28	161	2.215190e-2	1.739130e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ABCE1,CALR,CASC3,CHTOP,CPSF2,HNRNPA1,LSG1,NEMF,NOP53,NPM1,NUP160,NUP188,NUP205,NUP35,NUP88,PABPN1,POLDIP3,RBM8A,RITA1,SMG5,SRSF1,SRSF2,SRSF3,SRSF5,STRADB,TSC1,WDR33,XPO6
GO Biological Process	GO:0071166	ribonucleoprotein complex localization	73	3.852593e-7	4.976394e-3	6.816979e-5	3.516103e+0	6.541333e+0	23	6.541333e-3	2.300000e-2	129	1.111187e-4	1.000000e+0	1.112651e-2	2.456375e+0	8.549183e+0	21	127	1.661392e-2	1.653543e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ABCE1,CASC3,CHTOP,CPSF2,NOP53,NPM1,NUP160,NUP188,NUP205,NUP35,NUP88,PABPN1,POLDIP3,RBM8A,SMG5,SRSF1,SRSF2,SRSF3,SRSF5,TSC1,WDR33
GO Biological Process	GO:0019083	viral transcription	74	4.019006e-7	5.191350e-3	7.015338e-5	3.773669e+0	5.564875e+0	21	5.564875e-3	2.100000e-2	152	1.851052e-4	1.000000e+0	1.573029e-2	2.497781e+0	7.606753e+0	19	113	1.503165e-2	1.681416e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	NUP160,NUP188,NUP205,NUP35,NUP88,RPL11,RPL12,RPL13A,RPL14,RPL18,RPL23A,RPL35A,RPL5,RPL8,RPS11,RPS18,RPS27,RPS28,UBA52
GO Biological Process	GO:1904457	positive regulation of neuronal action potential	75	4.632108e-7	5.983294e-3	7.977725e-5	2.124133e+2	1.412341e-2	3	1.412341e-5	3.000000e-3	755	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.,.,.	GBA
GO Biological Process	GO:1901805	beta-glucoside catabolic process	75	4.632108e-7	5.983294e-3	7.977725e-5	2.124133e+2	1.412341e-2	3	1.412341e-5	3.000000e-3	755	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.,.,.	GBA
GO Biological Process	GO:0009167	purine ribonucleoside monophosphate metabolic process	77	6.842441e-7	8.838381e-3	1.147842e-4	2.500241e+0	1.479857e+1	37	1.479857e-2	3.700000e-2	88	4.620101e-6	5.967784e-2	6.781573e-4	2.207402e+0	1.676178e+1	37	249	2.927215e-2	1.485944e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ADK,AK9,ATP5F1,ATP5G2,ATP5J2,BAD,COQ9,COX10,COX8A,DLG1,ENSG00000249209,ENSG00000256100,FAM20C,GART,HSPA1B,HSPA8,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NUDT3,PMPCB,SDHC,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0009199	ribonucleoside triphosphate metabolic process	78	6.968176e-7	9.000793e-3	1.153948e-4	2.576935e+0	1.358203e+1	35	1.358203e-2	3.500000e-2	98	1.145389e-5	1.479499e-1	1.509693e-3	2.175451e+0	1.608862e+1	35	239	2.768987e-2	1.464435e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AK9,ATP5F1,ATP5G2,ATP5J2,BAD,COQ9,COX10,COX8A,ENSG00000249209,ENSG00000256100,FAM20C,HSPA1B,HSPA8,MFN1,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NME3,PMPCB,SDHC,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0009126	purine nucleoside monophosphate metabolic process	79	7.010871e-7	9.055942e-3	1.146322e-4	2.497613e+0	1.481415e+1	37	1.481415e-2	3.700000e-2	90	5.078537e-6	6.559946e-2	7.288829e-4	2.198573e+0	1.682910e+1	37	250	2.927215e-2	1.480000e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ADK,AK9,ATP5F1,ATP5G2,ATP5J2,BAD,COQ9,COX10,COX8A,DLG1,ENSG00000249209,ENSG00000256100,FAM20C,GART,HSPA1B,HSPA8,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NUDT3,PMPCB,SDHC,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0044033	multi-organism metabolic process	80	7.817665e-7	1.009808e-2	1.262260e-4	3.172162e+0	7.881059e+0	25	7.881059e-3	2.500000e-2	134	1.276636e-4	1.000000e+0	1.230620e-2	2.324286e+0	9.895510e+0	23	147	1.819620e-2	1.564626e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	EIF2D,NUP160,NUP188,NUP205,NUP35,NUP88,PCBP1,PTBP1,RPL11,RPL12,RPL13A,RPL14,RPL18,RPL23A,RPL35A,RPL5,RPL8,RPS11,RPS18,RPS27,RPS28,SUPT5H,UBA52
GO Biological Process	GO:0044743	intracellular protein transmembrane import	81	8.478942e-7	1.095225e-2	1.352130e-4	5.244194e+0	2.669619e+0	14	2.669619e-3	1.400000e-2	85	3.977486e-6	5.137719e-2	6.044375e-4	4.389043e+0	2.961921e+0	13	44	1.028481e-2	2.954545e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.	DNLZ,NDUFA13,PEX1,PEX14,PEX19,PEX7,SAMM50,TIMM22,TIMM29,TIMM44,TIMM50,TOMM22,TOMM40L
GO Biological Process	GO:0045333	cellular respiration	82	1.024435e-6	1.323263e-2	1.613735e-4	2.665993e+0	1.200303e+1	32	1.200303e-2	3.200000e-2	47	1.589089e-8	2.052626e-4	4.367290e-6	2.953146e+0	1.117452e+1	33	166	2.610759e-2	1.987952e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ACO2,CHCHD5,COQ9,COX10,COX8A,ENSG00000256100,FASTKD2,IDH3B,LYRM7,MDH1B,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,OXA1L,PDHB,PMPCB,SDHB,SDHC,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0006413	translational initiation	83	1.086691e-6	1.403679e-2	1.691179e-4	3.204266e+0	7.490014e+0	24	7.490014e-3	2.400000e-2	159	2.271406e-4	1.000000e+0	1.845267e-2	2.285419e+0	9.626245e+0	22	143	1.740506e-2	1.538462e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ABCE1,DHX29,EIF2A,EIF2B5,EIF2D,EIF3E,EIF4G2,PTBP1,RPL11,RPL12,RPL13A,RPL14,RPL18,RPL23A,RPL35A,RPL5,RPL8,RPS11,RPS18,RPS27,RPS28,UBA52
GO Biological Process	GO:0043484	regulation of RNA splicing	84	1.201910e-6	1.552507e-2	1.848223e-4	2.695654e+0	1.149999e+1	31	1.149999e-2	3.100000e-2	36	7.106910e-10	9.179996e-6	2.549999e-7	3.650860e+0	7.943335e+0	29	118	2.294304e-2	2.457627e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	CELF1,CLK1,CLK4,CWC22,DDX17,DDX5,FASTK,HNRNPA1,HSPA8,JMJD6,METTL16,NPM1,NSRP1,PTBP1,RBM25,RBM5,RBM8A,SFSWAP,SNW1,SON,SREK1,SRSF1,SRSF2,SRSF3,SRSF5,THRAP3,TIA1,TRA2B,ZNF326
GO Biological Process	GO:0006680	glucosylceramide catabolic process	85	1.281176e-6	1.654895e-2	1.946935e-4	1.511072e+2	1.985345e-2	3	1.985345e-5	3.000000e-3	1146	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.,.,.	GBA
GO Biological Process	GO:0009161	ribonucleoside monophosphate metabolic process	86	2.349065e-6	3.034287e-2	3.528241e-4	2.336411e+0	1.626426e+1	38	1.626426e-2	3.800000e-2	92	5.639351e-6	7.284350e-2	7.917771e-4	2.162829e+0	1.756958e+1	38	261	3.006329e-2	1.455939e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ADK,AK9,ATP5F1,ATP5G2,ATP5J2,BAD,COQ9,COX10,COX8A,DLG1,ENSG00000249209,ENSG00000256100,FAM20C,GART,HSPA1B,HSPA8,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NUDT3,PMPCB,SDHC,UMPS,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0045047	protein targeting to ER	87	2.599624e-6	3.357934e-2	3.859695e-4	3.778349e+0	4.763986e+0	18	4.763986e-3	1.800000e-2	209	1.129383e-3	1.000000e+0	6.980019e-2	2.353302e+0	6.798956e+0	16	101	1.265823e-2	1.584158e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	RPL11,RPL12,RPL13A,RPL14,RPL18,RPL23A,RPL35A,RPL5,RPL8,RPS11,RPS18,RPS27,RPS28,SEC62,SPCS2,UBA52
GO Biological Process	GO:0071806	protein transmembrane transport	88	2.773731e-6	3.582828e-2	4.071396e-4	4.164221e+0	3.842255e+0	16	3.842255e-3	1.600000e-2	102	1.378463e-5	1.780561e-1	1.745648e-3	3.536958e+0	4.240933e+0	15	63	1.186709e-2	2.380952e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	C2CD5,DNLZ,HSPA8,NDUFA13,PEX1,PEX14,PEX19,PEX7,SAMM50,TIMM22,TIMM29,TIMM44,TIMM50,TOMM22,TOMM40L
GO Biological Process	GO:0042274	ribosomal small subunit biogenesis	89	2.774692e-6	3.584070e-2	4.027045e-4	4.164106e+0	3.842362e+0	16	3.842362e-3	1.600000e-2	104	1.518900e-5	1.961963e-1	1.886503e-3	3.347656e+0	4.779464e+0	16	71	1.265823e-2	2.253521e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	EMG1,ERAL1,KRR1,MRPS11,MRPS9,NGDN,NOL11,NOM1,NPM1,RPS27,RPS28,TBL3,TSR1,TSR3,UTP20,WDR46
GO Biological Process	GO:0009141	nucleoside triphosphate metabolic process	90	2.967829e-6	3.833545e-2	4.259494e-4	2.376567e+0	1.514790e+1	36	1.514790e-2	3.600000e-2	110	2.755785e-5	3.559647e-1	3.236043e-3	2.064818e+0	1.743495e+1	36	259	2.848101e-2	1.389961e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ADK,AK9,ATP5F1,ATP5G2,ATP5J2,BAD,COQ9,COX10,COX8A,ENSG00000249209,ENSG00000256100,FAM20C,HSPA1B,HSPA8,MFN1,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NME3,PMPCB,SDHC,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0048024	regulation of mRNA splicing, via spliceosome	91	2.977613e-6	3.846183e-2	4.226574e-4	3.107074e+0	7.402463e+0	23	7.402463e-3	2.300000e-2	42	6.632457e-9	8.567145e-5	2.039796e-6	4.136897e+0	5.317995e+0	22	79	1.740506e-2	2.784810e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	CWC22,DDX17,DDX5,HNRNPA1,HSPA8,JMJD6,METTL16,NPM1,NSRP1,PTBP1,RBM25,RBM5,RBM8A,SFSWAP,SNW1,SON,SREK1,SRSF2,SRSF3,THRAP3,TIA1,TRA2B
GO Biological Process	GO:0065002	intracellular protein transmembrane transport	92	3.203285e-6	4.137683e-2	4.497482e-4	4.367530e+0	3.434436e+0	15	3.434436e-3	1.500000e-2	103	1.459302e-5	1.884980e-1	1.830078e-3	3.713805e+0	3.769718e+0	14	56	1.107595e-2	2.500000e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	C2CD5,DNLZ,NDUFA13,PEX1,PEX14,PEX19,PEX7,SAMM50,TIMM22,TIMM29,TIMM44,TIMM50,TOMM22,TOMM40L
GO Biological Process	GO:0006406	mRNA export from nucleus	93	3.458091e-6	4.466816e-2	4.803028e-4	3.542760e+0	5.363051e+0	19	5.363051e-3	1.900000e-2	192	6.952014e-4	1.000000e+0	4.677040e-2	2.382441e+0	7.135538e+0	17	106	1.344937e-2	1.603774e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	CASC3,CHTOP,CPSF2,NUP160,NUP188,NUP205,NUP35,NUP88,PABPN1,POLDIP3,RBM8A,SMG5,SRSF1,SRSF2,SRSF3,SRSF5,WDR33
GO Biological Process	GO:0009057	macromolecule catabolic process	94	3.589957e-6	4.637147e-2	4.933136e-4	1.547662e+0	7.301334e+1	113	7.301334e-2	1.130000e-1	52	4.874127e-8	6.295910e-4	1.210752e-5	1.667119e+0	6.718176e+1	112	998	8.860759e-2	1.122244e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ANAPC10,AP2B1,ATE1,AUP1,AURKA,CALM1,CAPN2,CASC3,CCDC115,CDC23,CHFR,CHIT1,CLPP,CLTC,CNOT3,CRBN,CSNK1A1,CTNNB1,DCP1A,DDX5,DFFA,EIF3E,ENSG00000272772,EXOSC10,EXOSC2,EXOSC8,FAF2,FBXL18,FBXL19,FBXO21,FBXO31,FBXO45,GALNS,GID4,GUSB,HBS1L,HECTD3,HNRNPD,HSPA1B,HTRA2,KBTBD4,KCTD10,KLHL11,LONP1,LRSAM1,LSM5,LSM7,LYPLA2,METTL3,MRTO4,NBAS,NSFL1C,PCNP,PNPT1,PNRC2,PPP1R8,PPP2CA,PPT1,PSMB4,PSMB5,PSMB6,PSMB7,PSMC3,PSMD1,PSMD5,RAB7A,RAD23A,RBM8A,RBX1,RNF216,RNF40,RPL11,RPL12,RPL13A,RPL14,RPL18,RPL23A,RPL35A,RPL5,RPL8,RPS11,RPS18,RPS27,RPS28,SIRT2,SKIV2L2,SMG5,SMG8,TATDN1,TGFB1I1,THRAP3,TMEM199,TOPORS,TOR1A,TP53,TRIP12,UBA1,UBA52,UBAP1,UBE2G1,UBE2J2,UFD1,USE1,USP1,USP15,USP21,USP24,USP31,USP40,USP47,VPS28,ZFP36L1
GO Biological Process	GO:0007042	lysosomal lumen acidification	95	4.434025e-6	5.727430e-2	6.028874e-4	3.852007e+1	1.038420e-1	4	1.038420e-4	4.000000e-3	210	1.148494e-3	1.000000e+0	7.064332e-2	7.427611e+0	5.385312e-1	4	8	3.164557e-3	5.000000e-1	.,.,.,.	ATP6V0C,CCDC115,PPT1,TMEM199
GO Biological Process	GO:0006974	cellular response to DNA damage stimulus	96	4.741400e-6	6.124466e-2	6.379652e-4	1.642077e+0	5.419966e+1	89	5.419966e-2	8.900000e-2	63	2.258750e-7	2.917627e-3	4.631155e-5	1.746492e+0	4.981413e+1	87	740	6.882911e-2	1.175676e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ABL1,ACTR8,ALKBH1,ALKBH8,AP5S1,ASH2L,AURKA,BABAM1,BAD,BAK1,BAX,BRSK1,BTG2,CARM1,CCNK,CDC45,CHD2,CNOT3,COPS4,COPS6,COPS7B,CRADD,DCLRE1A,DOT1L,EME2,ERCC6L2,ESCO2,ETAA1,EXD2,EYA2,FBXO31,FBXO45,FTO,GRB2,GTF2H1,H2AFX,HELQ,HIPK1,HSF1,HTRA2,IGHMBP2,ING4,INO80B,INO80E,KIF22,MCM10,METTL3,MGME1,MMS19,MORF4L1,MRPS11,MRPS35,MRPS9,NOP53,NPM1,NSD2,OTUB1,PAGR1,PDS5B,PIAS4,RAD23A,RAD51B,RBX1,RFC2,RIF1,RNF169,RPA2,RPAIN,SFPQ,SMC3,SNW1,TERF2IP,TOP3A,TOPORS,TP53,TRIP12,UBA1,UBA52,UFD1,USP1,USP47,VAV3,WDR33,WDR48,ZBTB38,ZBTB40,ZFYVE26
GO Biological Process	GO:0022900	electron transport chain	97	5.114566e-6	6.606485e-2	6.810809e-4	2.506037e+0	1.237013e+1	31	1.237013e-2	3.100000e-2	65	3.892726e-7	5.028234e-3	7.735745e-5	2.640928e+0	1.211695e+1	32	180	2.531646e-2	1.777778e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	COQ9,COX10,COX8A,ENSG00000167807,ENSG00000256100,FDX2,GLRX3,IDH3B,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NQO2,PMPCB,SDHB,SDHC,SH3BGRL3,TXNRD2,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0006613	cotranslational protein targeting to membrane	98	5.204934e-6	6.723213e-2	6.860422e-4	3.759630e+0	4.521721e+0	17	4.521721e-3	1.700000e-2	238	2.257540e-3	1.000000e+0	1.225237e-1	2.273758e+0	6.597007e+0	15	98	1.186709e-2	1.530612e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	RPL11,RPL12,RPL13A,RPL14,RPL18,RPL23A,RPL35A,RPL5,RPL8,RPS11,RPS18,RPS27,RPS28,SEC62,UBA52
GO Biological Process	GO:1905037	autophagosome organization	99	5.580730e-6	7.208629e-2	7.281443e-4	3.935623e+0	4.065430e+0	16	4.065430e-3	1.600000e-2	169	3.424734e-4	1.000000e+0	2.617591e-2	3.127415e+0	3.837035e+0	12	57	9.493671e-3	2.105263e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ATG12,ATG13,ATG14,ATG4B,EMC6,GBA,MAP1LC3B,MFN2,NSFL1C,PIK3C3,RAB1A,RAB7A
GO Biological Process	GO:0043039	tRNA aminoacylation	100	6.442022e-6	8.321160e-2	8.321160e-4	4.115865e+0	3.644434e+0	15	3.644434e-3	1.500000e-2	95	7.309958e-6	9.442273e-2	9.939234e-4	3.924021e+0	3.567769e+0	14	53	1.107595e-2	2.641509e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AARS2,DARS2,EEF1E1,FARS2,FARSA,GATB,KARS,LARS2,NARS,PTGES3L-AARSD1,QRSL1,SARS2,WARS2,YARS2
GO Biological Process	GO:0009123	nucleoside monophosphate metabolic process	101	6.953072e-6	8.981283e-2	8.892360e-4	2.225859e+0	1.707206e+1	38	1.707206e-2	3.800000e-2	105	1.908614e-5	2.465357e-1	2.347959e-3	2.052722e+0	1.851201e+1	38	275	3.006329e-2	1.381818e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ADK,AK9,ATP5F1,ATP5G2,ATP5J2,BAD,COQ9,COX10,COX8A,DLG1,ENSG00000249209,ENSG00000256100,FAM20C,GART,HSPA1B,HSPA8,NDUFA13,NDUFA5,NDUFA7,NDUFA9,NDUFB1,NDUFB5,NDUFB9,NDUFC1,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NUDT3,PMPCB,SDHC,UMPS,UQCR10,UQCRC1,UQCRH,UQCRHL
GO Biological Process	GO:0060695	negative regulation of cholesterol transporter activity	102	8.777727e-6	1.133819e-1	1.111587e-3	4.764313e+2	4.197877e-3	2	4.197877e-6	2.000000e-3	755	6.731640e-2	1.000000e+0	1.000000e+0	1.485522e+1	6.731640e-2	1	1	7.911392e-4	1.000000e+0	.,.	APOA2
GO Biological Process	GO:0006614	SRP-dependent cotranslational protein targeting to membrane	103	9.185486e-6	1.186489e-1	1.151931e-3	3.778182e+0	4.234841e+0	16	4.234841e-3	1.600000e-2	269	3.290398e-3	1.000000e+0	1.580003e-1	2.260577e+0	6.193109e+0	14	92	1.107595e-2	1.521739e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	RPL11,RPL12,RPL13A,RPL14,RPL18,RPL23A,RPL35A,RPL5,RPL8,RPS11,RPS18,RPS27,RPS28,UBA52
