# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Human Phenotype	HP:0001941	Acidosis	11	6.161945e-7	4.093380e-3	3.721255e-4	2.320843e+0	1.852775e+1	43	1.852775e-2	4.300000e-2	2	6.207037e-9	4.123335e-5	2.061667e-5	2.573345e+0	1.709837e+1	44	254	3.481013e-2	1.732283e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AARS2,ALDH6A1,ATPAF2,COQ4,COQ9,COX10,DBT,FARS2,FASTKD2,GK,HCFC1,HMGCL,HTRA2,IBA57,ISCU,KYNU,LARS2,LYRM4,LYRM7,MMADHC,MRPL3,MRPL44,MRPS22,MTO1,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NEUROG3,NFU1,PCCB,PDHB,PDHX,PDSS2,PLPBP,SLC25A26,UMPS,UQCC2,YARS2
Human Phenotype	HP:0001971	Hypersplenism	12	1.073630e-6	7.132124e-3	5.943437e-4	5.525686e+1	7.238920e-2	4	7.238920e-5	4.000000e-3	124	4.528154e-3	1.000000e+0	2.425849e-1	1.485522e+1	1.346328e-1	2	2	1.582278e-3	1.000000e+0	.,.,.,.	GBA,NOTCH1
Human Phenotype	HP:0007549	Desquamation of skin soon after birth	13	1.723365e-6	1.144831e-2	8.806395e-4	1.368164e+2	2.192720e-2	3	2.192720e-5	3.000000e-3	656	1.301046e-1	1.000000e+0	1.000000e+0	7.427611e+0	1.346328e-1	1	2	7.911392e-4	5.000000e-1	.,.,.	GBA
Human Phenotype	HP:0002878	Respiratory failure	14	5.338087e-6	3.546091e-2	2.532922e-3	3.752246e+0	4.530620e+0	17	4.530620e-3	1.700000e-2	11	2.252629e-6	1.496421e-2	1.360383e-3	3.659982e+0	4.644831e+0	17	69	1.344937e-2	2.463768e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	COX10,EXOSC8,HTRA2,IGHMBP2,LYRM7,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NFU1,SARS2,SLC25A26
Human Phenotype	HP:0002093	Respiratory insufficiency	15	1.020537e-5	6.779427e-2	4.519618e-3	2.187145e+0	1.737425e+1	38	1.737425e-2	3.800000e-2	7	3.310135e-7	2.198923e-3	3.141318e-4	2.422740e+0	1.568472e+1	38	233	3.006329e-2	1.630901e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	CCDC151,CCDC174,COQ4,COQ9,COX10,DNAAF5,EXOSC8,FASTKD2,FKRP,HTRA2,IGHMBP2,KAT6A,LARS2,LYRM7,MFN2,MGME1,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NFU1,PEX7,PLPBP,POGLUT1,SARS2,SLC25A26,SPG11,TARDBP,TRIP4,UBA1,UBE3B,WDR34,YARS2
Human Phenotype	HP:0001427	Mitochondrial inheritance	16	1.607839e-5	1.068087e-1	6.675547e-3	5.096100e+0	2.158513e+0	11	2.158513e-3	1.100000e-2	75	9.445683e-4	1.000000e+0	8.366356e-2	2.971044e+0	3.702402e+0	11	55	8.702532e-3	2.000000e-1	.,.,.,.,.,.,.,.,.,.,.	COX10,FASTKD2,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7
Human Phenotype	HP:0002483	Bulbar signs	17	1.936201e-5	1.286218e-1	7.565990e-3	1.593523e+1	3.137702e-1	5	3.137702e-4	5.000000e-3	132	5.215893e-3	1.000000e+0	2.624938e-1	7.427611e+0	4.038984e-1	3	6	2.373418e-3	5.000000e-1	.,.,.,.,.	FIG4,GBA,SPG11
Human Phenotype	HP:0002490	Increased CSF lactate	18	2.226136e-5	1.478822e-1	8.215679e-3	4.506443e+0	2.662854e+0	12	2.662854e-3	1.200000e-2	56	4.057271e-4	1.000000e+0	4.812938e-2	3.073494e+0	3.904351e+0	12	58	9.493671e-3	2.068966e-1	.,.,.,.,.,.,.,.,.,.,.,.	COX10,FASTKD2,HTRA2,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7
Human Phenotype	HP:0003287	Abnormality of mitochondrial metabolism	19	3.221593e-5	2.140104e-1	1.126371e-2	3.575493e+0	4.195226e+0	15	4.195226e-3	1.500000e-2	27	4.369723e-5	2.902807e-1	1.075114e-2	3.229396e+0	4.644831e+0	15	69	1.186709e-2	2.173913e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ATPAF2,GFER,HMGCL,HTRA2,IBA57,ISCU,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NFU1,PDHX,SLC25A26
Human Phenotype	HP:0002376	Developmental regression	20	3.504919e-5	2.328318e-1	1.164159e-2	3.100728e+0	5.805089e+0	18	5.805089e-3	1.800000e-2	57	4.416893e-4	1.000000e+0	5.147618e-2	2.652718e+0	5.654577e+0	15	84	1.186709e-2	1.785714e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	BSCL2,CHD2,CLPB,EIF2B5,GALC,LYRM7,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,PLA2G6,SON,VAC14
Human Phenotype	HP:0012103	Abnormality of the mitochondrion	21	4.170274e-5	2.770313e-1	1.319197e-2	3.493610e+0	4.293553e+0	15	4.293553e-3	1.500000e-2	28	6.210636e-5	4.125725e-1	1.473473e-2	3.138427e+0	4.779464e+0	15	71	1.186709e-2	2.112676e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ATPAF2,GFER,HMGCL,HTRA2,IBA57,ISCU,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NFU1,PDHX,SLC25A26
Human Phenotype	HP:0002100	Recurrent aspiration pneumonia	22	5.135230e-5	3.411333e-1	1.550606e-2	2.050662e+1	1.950590e-1	4	1.950590e-4	4.000000e-3	218	2.479530e-2	1.000000e+0	7.555742e-1	7.427611e+0	2.692656e-1	2	4	1.582278e-3	5.000000e-1	.,.,.,.	GBA,KDM6A
Human Phenotype	HP:0025454	Abnormal CSF metabolite level	23	5.701935e-5	3.787795e-1	1.646868e-2	4.081085e+0	2.940394e+0	12	2.940394e-3	1.200000e-2	74	8.894775e-4	1.000000e+0	7.984864e-2	2.829566e+0	4.240933e+0	12	63	9.493671e-3	1.904762e-1	.,.,.,.,.,.,.,.,.,.,.,.	COX10,FASTKD2,HTRA2,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7
Human Phenotype	HP:0001639	Hypertrophic cardiomyopathy	24	6.974173e-5	4.632943e-1	1.930393e-2	2.745926e+0	7.283518e+0	20	7.283518e-3	2.000000e-2	32	1.131127e-4	7.514077e-1	2.348149e-2	2.517834e+0	7.943335e+0	20	118	1.582278e-2	1.694915e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AARS2,ATPAF2,BSCL2,COQ4,COX10,FASTKD2,FTO,MRPL3,MRPL44,MRPS22,MTO1,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,SHOC2,TMEM126A,YARS2
Human Phenotype	HP:0003202	Skeletal muscle atrophy	25	7.477871e-5	4.967550e-1	1.987020e-2	1.930483e+0	2.123820e+1	41	2.123820e-2	4.100000e-2	18	6.192001e-6	4.113346e-2	2.285192e-3	2.129977e+0	1.831006e+1	39	272	3.085443e-2	1.433824e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ACADSB,ADK,AIP,BSCL2,CCDC115,DARS2,DCAF8,EXOSC8,FARS2,FBXO38,FIG4,FKRP,HNRNPA1,IGHMBP2,KDM5C,LRSAM1,MED25,MFN2,MGME1,MPZ,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NEU1,PLOD3,PNPLA6,PNPT1,RAB7A,RBM28,SPG11,TARDBP,TIA1,TRIP4,UBA1,YARS2,ZFYVE26
Human Phenotype	HP:0004343	Abnormality of glycosphingolipid metabolism	26	7.703339e-5	5.117328e-1	1.968203e-2	1.844998e+1	2.168024e-1	4	2.168024e-4	4.000000e-3	566	9.669736e-2	1.000000e+0	1.000000e+0	3.713805e+0	5.385312e-1	2	8	1.582278e-3	2.500000e-1	.,.,.,.	GBA,GNPTG
Human Phenotype	HP:0007305	CNS demyelination	27	2.376909e-4	1.000000e+0	5.848076e-2	4.066554e+0	2.459085e+0	10	2.459085e-3	1.000000e-2	45	1.935930e-4	1.000000e+0	2.857863e-2	3.809031e+0	2.625340e+0	10	39	7.911392e-3	2.564103e-1	.,.,.,.,.,.,.,.,.,.	COX10,EIF2B5,GALC,NDUFA9,NDUFAF6,NDUFS3,NDUFS4,NDUFS7,PEX19,SUMF1
Human Phenotype	HP:0003393	Thenar muscle atrophy	28	2.834142e-4	1.000000e+0	6.724002e-2	2.435197e+1	1.231933e-1	3	1.231933e-4	3.000000e-3	108	2.745269e-3	1.000000e+0	1.688595e-1	8.913133e+0	3.365820e-1	3	5	2.373418e-3	6.000000e-1	.,.,.	BSCL2,PLOD3,SPG11
Human Phenotype	HP:0010837	Decreased serum ceruloplasmin	29	3.243847e-4	1.000000e+0	7.430647e-2	7.781407e+1	2.570229e-2	2	2.570229e-5	2.000000e-3	162	1.297572e-2	1.000000e+0	5.320846e-1	9.903481e+0	2.019492e-1	2	3	1.582278e-3	6.666667e-1	.,.	CCDC115,TMEM199
Human Phenotype	HP:0000904	Flaring of rib cage	30	3.305728e-4	1.000000e+0	7.319984e-2	7.707603e+1	2.594841e-2	2	2.594841e-5	2.000000e-3	162	1.297572e-2	1.000000e+0	5.320846e-1	9.903481e+0	2.019492e-1	2	3	1.582278e-3	6.666667e-1	.,.	B3GALT6,GALNS
Human Phenotype	HP:0011398	Central hypotonia	31	3.525594e-4	1.000000e+0	7.555007e-2	1.235030e+1	3.238788e-1	4	3.238788e-4	4.000000e-3	52	2.746441e-4	1.000000e+0	3.508578e-2	9.903481e+0	4.038984e-1	4	6	3.164557e-3	6.666667e-1	.,.,.,.	KDM6A,PEX14,PEX19,VPS11
Human Phenotype	HP:0012345	Abnormal glycosylation	32	4.084109e-4	1.000000e+0	8.478355e-2	6.436470e+0	9.321880e-1	6	9.321880e-4	6.000000e-3	106	2.689952e-3	1.000000e+0	1.685788e-1	4.051424e+0	1.480961e+0	6	22	4.746835e-3	2.727273e-1	.,.,.,.,.,.	ALG1,ALG3,CCDC115,COG1,DOLK,TMEM199
Human Phenotype	HP:0001276	Hypertonia	33	4.089940e-4	1.000000e+0	8.233173e-2	1.565952e+0	4.023113e+1	63	4.023113e-2	6.300000e-2	6	1.288275e-7	8.558011e-4	1.426335e-4	2.013708e+0	3.029238e+1	61	450	4.825949e-2	1.355556e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AARS2,ACP2,ALG3,AP4S1,BSCL2,CACNA1A,CLPB,COX10,CTNNB1,DARS2,DBT,EIF2B5,EMC1,EXOSC8,FARS2,FTO,GALC,GBA,HTRA2,IBA57,KATNB1,KDM5C,KYNU,LYRM7,MED25,MFF,MFN2,MRPS22,MTO1,NACC1,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,PCCB,PDHX,PEX7,PLA2G6,PLPBP,PMPCA,PNPLA6,PPP1R15B,PPT1,RPGRIP1L,SCYL1,SLC17A5,SPG11,STAMBP,SUMF1,TARDBP,TCTN2,TOR1A,VAC14,VPS11,WASHC4,ZFYVE26
Human Phenotype	HP:0011951	Aspiration pneumonia	34	4.804823e-4	1.000000e+0	9.387776e-2	1.136767e+1	3.518751e-1	4	3.518751e-4	4.000000e-3	334	5.663503e-2	1.000000e+0	1.000000e+0	4.951741e+0	4.038984e-1	2	6	1.582278e-3	3.333333e-1	.,.,.,.	GBA,KDM6A
Human Phenotype	HP:0003376	Steppage gait	35	5.532172e-4	1.000000e+0	1.050006e-1	3.985241e+0	2.258333e+0	9	2.258333e-3	9.000000e-3	65	6.345752e-4	1.000000e+0	6.485359e-2	3.961392e+0	2.019492e+0	8	30	6.329114e-3	2.666667e-1	.,.,.,.,.,.,.,.,.	DCAF8,IGHMBP2,KARS,LRSAM1,MFN2,MPZ,RAB7A,TIA1
Human Phenotype	HP:0003546	Exercise intolerance	36	5.566962e-4	1.000000e+0	1.027259e-1	3.378493e+0	3.255890e+0	11	3.255890e-3	1.100000e-2	141	6.799540e-3	1.000000e+0	3.203500e-1	2.334392e+0	4.712148e+0	11	70	8.702532e-3	1.571429e-1	.,.,.,.,.,.,.,.,.,.,.	COX10,FASTKD2,ISCU,MGME1,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,YARS2
Human Phenotype	HP:0000065	Labial hypertrophy	37	5.969482e-4	1.000000e+0	1.071764e-1	1.072253e+1	3.730463e-1	4	3.730463e-4	4.000000e-3	108	2.745269e-3	1.000000e+0	1.688595e-1	8.913133e+0	3.365820e-1	3	5	2.373418e-3	6.000000e-1	.,.,.,.	BSCL2,ESCO2,KAT6B
Human Phenotype	HP:0001257	Spasticity	38	6.261470e-4	1.000000e+0	1.094604e-1	1.610081e+0	3.291761e+1	53	3.291761e-2	5.300000e-2	19	9.168168e-6	6.090414e-2	3.205481e-3	1.899645e+0	2.632071e+1	50	391	3.955696e-2	1.278772e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	AARS2,ACP2,AP4S1,BSCL2,CLPB,COX10,CTNNB1,DARS2,EIF2B5,EXOSC8,FARS2,GALC,GBA,IBA57,KATNB1,KDM5C,LYRM7,MED25,MFF,MFN2,MRPS22,MTO1,NACC1,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,PDHX,PEX7,PLA2G6,PMPCA,PNPLA6,PPP1R15B,PPT1,RPGRIP1L,SCYL1,SLC17A5,SPG11,STAMBP,SUMF1,TARDBP,TCTN2,VPS11,WASHC4,ZFYVE26
Human Phenotype	HP:0006965	Acute necrotizing encephalopathy	39	6.856182e-4	1.000000e+0	1.167836e-1	5.823878e+0	1.030241e+0	6	1.030241e-3	6.000000e-3	85	1.569216e-3	1.000000e+0	1.226388e-1	4.456566e+0	1.346328e+0	6	20	4.746835e-3	3.000000e-1	.,.,.,.,.,.	NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6
Human Phenotype	HP:0001410	Decreased liver function	40	7.831606e-4	1.000000e+0	1.300634e-1	2.390437e+0	7.530003e+0	18	7.530003e-3	1.800000e-2	77	1.012436e-3	1.000000e+0	8.734561e-2	2.376835e+0	6.731640e+0	16	100	1.265823e-2	1.600000e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ADK,CCDC115,COX10,FASTKD2,GANAB,GBA,LARS2,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,PEX19,SCYL1,TMEM199
Human Phenotype	HP:0011013	Abnormality of carbohydrate metabolism/homeostasis	41	7.882140e-4	1.000000e+0	1.277099e-1	1.788421e+0	2.012949e+1	36	2.012949e-2	3.600000e-2	33	1.134869e-4	7.538935e-1	2.284526e-2	1.930643e+0	1.864664e+1	36	277	2.848101e-2	1.299639e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ACADSB,AIP,ALG1,ALG3,ARMC5,BBS1,BSCL2,CCDC115,COG1,COX10,DBT,DOLK,FASTKD2,GALNS,GK,GNPTG,GUSB,HMGCL,KDM6A,MKKS,MTO1,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NEU1,NR3C1,PCCB,PDHX,PPP1R15B,SARS2,SLC25A26,SUMF1,TMEM199
Human Phenotype	HP:0012447	Abnormal myelination	42	8.448087e-4	1.000000e+0	1.336206e-1	1.854825e+0	1.725230e+1	32	1.725230e-2	3.200000e-2	54	3.162259e-4	1.000000e+0	3.890164e-2	1.934924e+0	1.602130e+1	31	238	2.452532e-2	1.302521e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ACO2,ALDH6A1,AP3D1,COX10,DCAF8,EIF2B5,FIG4,GALC,MFN2,MPZ,MRPS22,NACC1,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,PEX1,PEX19,PEX7,PPP1R15B,RAB7A,RBM8A,SPG11,STAMBP,SUMF1,VPS11
Human Phenotype	HP:0000712	Emotional lability	43	8.667376e-4	1.000000e+0	1.339009e-1	3.736505e+0	2.408668e+0	9	2.408668e-3	9.000000e-3	88	1.625597e-3	1.000000e+0	1.227141e-1	3.183262e+0	2.827289e+0	9	42	7.120253e-3	2.142857e-1	.,.,.,.,.,.,.,.,.	COX10,EIF2B5,NDUFA9,NDUFAF6,NDUFS3,NDUFS4,NDUFS7,PLA2G6,TARDBP
Human Phenotype	HP:0006846	Acute encephalopathy	44	9.367719e-4	1.000000e+0	1.414313e-1	4.646746e+0	1.506430e+0	7	1.506430e-3	7.000000e-3	69	7.711774e-4	1.000000e+0	7.424538e-2	4.332773e+0	1.615594e+0	7	24	5.537975e-3	2.916667e-1	.,.,.,.,.,.,.	NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,PCCB
Human Phenotype	HP:0003693	Distal amyotrophy	45	9.509296e-4	1.000000e+0	1.403783e-1	2.499464e+0	6.401372e+0	16	6.401372e-3	1.600000e-2	102	2.403823e-3	1.000000e+0	1.565549e-1	2.336776e+0	5.991159e+0	14	89	1.107595e-2	1.573034e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	BSCL2,DCAF8,IGHMBP2,KDM5C,LRSAM1,MED25,MFN2,MPZ,PLOD3,PNPLA6,RAB7A,SPG11,TIA1,ZFYVE26
Human Phenotype	HP:0008316	Abnormal mitochondria in muscle tissue	46	9.587208e-4	1.000000e+0	1.384518e-1	5.454073e+0	1.100095e+0	6	1.100095e-3	6.000000e-3	113	3.434761e-3	1.000000e+0	2.019214e-1	3.875275e+0	1.548277e+0	6	23	4.746835e-3	2.608696e-1	.,.,.,.,.,.	NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6
Human Phenotype	HP:0011400	Abnormal CNS myelination	47	1.056750e-3	1.000000e+0	1.493615e-1	2.326511e+0	7.736908e+0	18	7.736908e-3	1.800000e-2	89	1.768297e-3	1.000000e+0	1.319865e-1	2.139152e+0	8.414550e+0	18	125	1.424051e-2	1.440000e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	COX10,EIF2B5,GALC,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,PEX1,PEX19,PEX7,RBM8A,SUMF1,VPS11
Human Phenotype	HP:0001263	Global developmental delay	48	1.094504e-3	1.000000e+0	1.514748e-1	1.357572e+0	7.660737e+1	104	7.660737e-2	1.040000e-1	3	1.458023e-8	9.685647e-5	3.228549e-5	1.774025e+0	5.580529e+1	99	829	7.832278e-2	1.194210e-1	.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.	ACADSB,ACO2,ADK,ADNP,ALDH6A1,ALG1,ALG3,AP4S1,ARFGEF2,ATPAF2,B3GALT6,BBS1,CACNA1A,CCDC115,CCDC174,CDC45,CDK5RAP2,CHD2,CLPB,CNNM2,COG1,COQ9,COX10,CRBN,CTNNB1,CWC27,DPH1,EMC1,ESCO2,EXOSC8,FAM20C,FARS2,FASTKD2,FIG4,FKRP,FTO,GBA,GFER,GK,KARS,KAT6A,KAT6B,KATNB1,KDM6A,KPTN,KYNU,LONP1,LYRM7,MED25,MEIS2,METTL23,MFF,MKKS,MMADHC,MRPL3,MTO1,NACC1,NDUFA9,NDUFAF6,NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6,NDUFS7,NFU1,NSD2,PCCB,PDHX,PEPD,PEX1,PEX19,PIGT,PLA2G6,PLOD3,PLPBP,PMPCA,PPT1,PUF60,RBM8A,RPGRIP1L,RPL35A,RPS28,SASS6,SLC17A5,SLC25A26,SMC3,SON,STAMBP,SUMF1,TAF6,TCTN2,TMEM199,TRIP4,UMPS,UQCC2,VPS11,WASHC4
Human Phenotype	HP:0004481	Progressive macrocephaly	49	1.112323e-3	1.000000e+0	1.507992e-1	5.296486e+0	1.132827e+0	6	1.132827e-3	6.000000e-3	122	4.322622e-3	1.000000e+0	2.353703e-1	3.713805e+0	1.615594e+0	6	24	4.746835e-3	2.500000e-1	.,.,.,.,.,.	NDUFB9,NDUFS1,NDUFS2,NDUFS3,NDUFS4,NDUFS6
